review,tag
Ads making it annoying. I understand they have to make money off the game order to keep it in the store but damn. An ad after every level almost and after every failure. Or pay $3.50 to be ad-free but with the crappy controls I'll pass.,tag:(ads)
Waste of data. Too much ads and cant be skiped for certain second. Installing this game is waste of data and time.,tag:(ads)
✨👺🧚it's the ads for me 🧚👺✨,tag:(ads)
Way too many ads.You can barely play the game without one popping up.,tag:(ads)
"Extremely unoptimized, you can expect ads every minute or so and there are only about 5 different stages that mix up and repeat. Hell, to be honest most voodoo games are like this, just another greedy company making games that you could make in 3 days and getting rich off of it. Do NOT download this game, go play clash of clans or something don't waste your time with this",tag:(ads)
"Waaaaaaay too many ads, not enjoyable",tag:(ads)
"This game is actually really fun! The only time you really get ads is when you click to watch one, so thats good! I just rate it four stars because it could have more. It's also laggy, but that could just be because of my device. When I die, the retry button takes forever to pop up, so thats a small problem. But other than that, its a fun app and I recommend it!",tag:(ads)
This game is the best download it it's the best yes there are ads but that is because they are trying to show their games to other people to make their business grow and also the same with shopping ads they are trying to make money for their business bit back to the game it's the best and I would recommend to other people but everyone has their own opinion and sometimes I would agree with that but this game is the best and amazing I love voodoo and have some of their games on my phone,tag:(ads)
Nm it dose have ads every 5 sec😑,tag:(ads)
Too much inappropriate ads,tag:(ads)
adsense number one,tag:(ads)
"So many ads, after every level. One star for like this games.",tag:(ads)
"It's actually really bad. It's literally impossible to get to 12 something. I always collect all the yellow blocks and the smaller towers and yet i get to like 5x. Just why? At least make it possible to get past 12. Also why are there so many ads? Another thing, the gems are too easy to get i got past 2k in one night.",tag:(ads)
"Good concept, Terrible implementation. Levels just repeat, too many ads and you literally can't beat all levels with a good score. Even if you collect all cubes and don't lose a single one, you're still not able to reach the x20 goal. So skill doesn't matter at all on this game.",tag:(ads)
Too many ads. Thats how all vodoo games are,tag:(ads)
Love this game but the ads,tag:(ads)
It should not be downloaded it takes forever it took it like 3 days and ads like every second 😒 🙄 😑 😐 😕,tag:(ads)
"Too many ads, unplayable. Uninstalling this junk!",tag:(ads)
"Support us by letting us sell your data! Huge banner that constantly reappears at the top of the game, every time you play it. Ads that you can't close or skip. Far too aggressive for my liking. Could be a decent game without those annoyances.",tag:(ads)
Great game! Fun with hardly any ads,tag:(ads)
Fun game but can never make it to the top. Repetitive and gets boring easily. Way too many ads. Great idea but not made well. Don't recommend.,tag:(ads)
Like it very calm. But it is full of ads every level you finish there's an ad. So if u install it then turn off your WiFi,tag:(ads)
Worst graphics and too much ads >:(,tag:(ads)
"I hate this game so much it has a load of ads, and it is always cheating this game is trash.",tag:(ads)
It's really boring there no challenge in this game and there are alot of ads also it crashes all the time. I got up to 50 and it kept repeating! It's really annoying! I dont recommend this game.,tag:(ads)
Too many ads,tag:(ads)
opps I mean.. BOO THIS GAME TRASH WE OUT OF ADS BECAUSE 20x IS TOO IMPOSSIBLE & I NEVER EVER EVER PLAYED THIS GAME AGAIN D::<,tag:(ads)
This is not fun this is stupid cause in ads video stupid game,tag:(ads)
Too many long ads.,tag:(ads)
"I only ever play these because the people playing them in the ads are dumbest people on the planet and I want to seem better than them despite them not being real people and just being a way to show that a game is hard. I'm pretty sure that's what they're going for which 5 personal stars to that but overall, these games are just ones you'd play on a roadtrip or something as a way to pass the time.",tag:(ads)
Way too many ads,tag:(ads)
"Should be renamed to ""Ad"" surfer Horrible cash grab game. Made overnight just to show you ads.",tag:(ads)
I love this game i think its the best game ever and its one of my favorite games but there is lot of ads,tag:(ads)
Devs are more concerned with cramming ads into the app than making it run. Literally cannot play it for more than a minute because ads try loading and crash the app.,tag:(ads)
Don't waste your time. More ads than gameplay,tag:(ads)
"Its OK I guess. But after playing it for 2 hrs or so, it got slightly repetitive, but fairly harder. Try it if you want, it just wasnt my type of time killer game. Oh, and there are quite a lot of ads....",tag:(ads)
Super laggy and to many ads,tag:(ads)
TOO MANY ADS!!! This game is ok but an ad after every level is abit much especially when each level is an average of 20/30 seconds long. Level are very much the same too. This is why i am giving it one star and uninstalling.,tag:(ads)
The game is pretty bad. I like the skins and the gameplay is kinda fun but the level design is garbage. You just play the same few levels over and over again and some of them aren't even possible to get the highest score from my experience. Overall bad game. Took me like an hour and a half to unlock everything and then there is nothing left to do. It probably would have taken me 5 times as long if I didn't turn airplane mode on to block the ads. Don't waste your time on this bad game.,tag:(ads)
this game is really satisfying to play but theres too many ads and it gets annoying real quick,tag:(ads)
I love this game it doesn't have much ads and its really fun you should play it,tag:(ads)
"Too many ads, no development through the game",tag:(ads)
"This game was fun at first but then I realized that the levels were being repeated. And there was SO MUCH LAG AH I CANT EVEN EXPLAIN! My phone blacked out for 10 minutes and kept freezing beacause of it. When you get too many blocks the screen starts flashing black..and how could I forget the ads? There were litterally ads after EVERY. SINGLE. LEVEL. Don't waste your time installing this, just- don't even bother-",tag:(ads)
Trash game too many ads,tag:(ads)
It was good but too much ads,tag:(ads)
"the ads are stupid, harder than you think? you could've grabbed the fricken blocks except for being a dumbass. bad game gives me viruses",tag:(ads)
I'll put it to 5 if the ads are fixed I'm forced to watch them for no rewards but when I live I on watch ad to start with extra block theres never a video available,tag:(ads)
Ads with occasional game.,tag:(ads)
This game is bad ferst off this game hase alot of ads and it is imposibel to get to the top and the skins are very expensive and the game gets borind after 8 to 10 levals,tag:(ads)
"This app is good but one thing is bad,too many aďs please lower the amount of ads",tag:(ads)
"This game is very fun to play, the only thing I hate is the lava and how fast it gets rid of your blocks. Also for those who hate the ads just turn off the wifi",tag:(ads)
"No new levels, too many ads.",tag:(ads)
"I wanted to... you know, play the game but it's SO annoying how they always ask me to give them my data. The ads greatly disturb the experience too.",tag:(ads)
